continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_vaccinations,people_fully_vaccinated,population,hospital_beds_per_thousand,median_age,aged_65_older,aged_70_older,life_expectancy
Europe,Albania,2021-02-02,78127.0,876.0,1380.0,11.0,27487.072,308.199,485.519,3.87,349925.0,3856.0,550.0,1.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-02-09,85336.0,1124.0,1460.0,14.0,30023.382,395.452,513.665,4.926,374604.0,4562.0,1127.0,438.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-02-17,93850.0,775.0,1567.0,12.0,33018.825,272.665,551.311,4.222,402383.0,3901.0,1701.0,611.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-02-18,94651.0,801.0,1582.0,15.0,33300.637,281.812,556.588,5.277,406318.0,3935.0,3049.0,611.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-02-22,99062.0,1153.0,1653.0,17.0,34852.539,405.655,581.568,5.981,421412.0,3258.0,6728.0,655.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-11,131723.0,57.0,2412.0,1.0,46343.513,20.054,848.603,0.352,643271.0,2956.0,622507.0,181586.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-12,131753.0,30.0,2416.0,4.0,46354.067,10.555,850.01,1.407,645978.0,2707.0,632676.0,187921.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-13,131803.0,50.0,2420.0,4.0,46371.659,17.591,851.418,1.407,648574.0,2596.0,638338.0,192936.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-14,131845.0,42.0,2423.0,3.0,46386.435,14.777,852.473,1.055,651538.0,2964.0,653330.0,204759.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-17,131978.0,39.0,2429.0,2.0,46433.228,13.721,854.584,0.704,659439.0,2639.0,680083.0,223103.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-18,132015.0,37.0,2432.0,3.0,46446.246,13.018,855.64,1.055,662608.0,3169.0,688947.0,228756.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-19,132032.0,17.0,2435.0,3.0,46452.227,5.981,856.695,1.055,665659.0,3051.0,697811.0,234409.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-20,132071.0,39.0,2436.0,1.0,46465.948,13.721,857.047,0.352,668752.0,3093.0,703743.0,237660.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-21,132095.0,24.0,2438.0,2.0,46474.392,8.444,857.751,0.704,671919.0,3167.0,708846.0,239677.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-23,132153.0,35.0,2441.0,1.0,46494.798,12.314,858.806,0.352,678293.0,2512.0,716616.0,243776.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-24,132176.0,23.0,2442.0,1.0,46502.89,8.092,859.158,0.352,680313.0,2020.0,725135.0,249898.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-26,132215.0,6.0,2445.0,1.0,46516.611,2.111,860.213,0.352,686370.0,2691.0,748986.0,269197.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-27,132229.0,14.0,2447.0,2.0,46521.536,4.926,860.917,0.704,689507.0,3137.0,759043.0,277255.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-30,132285.0,21.0,2448.0,1.0,46541.239,7.388,861.269,0.352,697739.0,2170.0,772204.0,287042.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-05-31,132297.0,12.0,2449.0,1.0,46545.46,4.222,861.621,0.352,700064.0,2325.0,776461.0,290333.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-01,132309.0,12.0,2450.0,1.0,46549.682,4.222,861.973,0.352,703725.0,3661.0,780342.0,293264.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-03,132337.0,22.0,2451.0,0.0,46559.533,7.74,862.324,0.0,710122.0,3340.0,787321.0,297271.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-06,132372.0,12.0,2451.0,0.0,46571.847,4.222,862.324,0.0,718515.0,1881.0,798624.0,306102.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-07,132374.0,2.0,2451.0,0.0,46572.551,0.704,862.324,0.0,720618.0,2103.0,803682.0,310336.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-08,132379.0,5.0,2451.0,0.0,46574.31,1.759,862.324,0.0,723490.0,2872.0,809992.0,315555.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-09,132384.0,5.0,2452.0,1.0,46576.069,1.759,862.676,0.352,726311.0,2821.0,816556.0,320532.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-10,132397.0,13.0,2452.0,0.0,46580.643,4.574,862.676,0.0,728959.0,2648.0,823053.0,324616.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-11,132415.0,18.0,2452.0,0.0,46586.976,6.333,862.676,0.0,731874.0,2915.0,830281.0,328546.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-12,132426.0,11.0,2452.0,0.0,46590.846,3.87,862.676,0.0,734790.0,2916.0,834868.0,331147.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-13,132437.0,11.0,2453.0,1.0,46594.716,3.87,863.028,0.352,737014.0,2224.0,836430.0,332173.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-14,132449.0,12.0,2453.0,0.0,46598.938,4.222,863.028,0.0,739632.0,2618.0,842535.0,334771.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-16,132461.0,2.0,2453.0,0.0,46603.16,0.704,863.028,0.0,742594.0,2962.0,854227.0,344945.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-17,132469.0,8.0,2454.0,1.0,46605.974,2.815,863.38,0.352,745215.0,2621.0,862628.0,351453.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-20,132484.0,3.0,2454.0,0.0,46611.252,1.055,863.38,0.0,752706.0,1693.0,880912.0,365028.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-21,132488.0,4.0,2454.0,0.0,46612.659,1.407,863.38,0.0,754248.0,1542.0,890052.0,370378.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-22,132490.0,2.0,2454.0,0.0,46613.363,0.704,863.38,0.0,758312.0,4064.0,901429.0,375629.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-23,132491.0,1.0,2455.0,1.0,46613.715,0.352,863.732,0.352,760272.0,1960.0,912874.0,380649.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-24,132496.0,5.0,2455.0,0.0,46615.474,1.759,863.732,0.0,763075.0,2803.0,922886.0,385868.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-28,132509.0,3.0,2456.0,1.0,46620.047,1.055,864.083,0.352,772326.0,2954.0,943439.0,396139.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-29,132512.0,3.0,2456.0,0.0,46621.103,1.055,864.083,0.0,775674.0,3348.0,955498.0,399246.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-06-30,132513.0,1.0,2456.0,0.0,46621.455,0.352,864.083,0.0,778812.0,3138.0,968034.0,403504.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-01,132514.0,1.0,2456.0,0.0,46621.807,0.352,864.083,0.0,782836.0,4024.0,974486.0,407402.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-02,132521.0,7.0,2456.0,0.0,46624.269,2.463,864.083,0.0,786349.0,3513.0,981499.0,412147.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-04,132526.0,3.0,2456.0,0.0,46626.028,1.055,864.083,0.0,791529.0,2144.0,988550.0,416791.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-05,132534.0,8.0,2456.0,0.0,46628.843,2.815,864.083,0.0,792669.0,1140.0,994081.0,419894.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-06,132535.0,1.0,2456.0,0.0,46629.195,0.352,864.083,0.0,795576.0,2907.0,1000063.0,423158.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-07,132537.0,2.0,2456.0,0.0,46629.899,0.704,864.083,0.0,797583.0,2007.0,1005663.0,426111.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-08,132544.0,7.0,2456.0,0.0,46632.361,2.463,864.083,0.0,800563.0,2980.0,1011297.0,429191.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-09,132557.0,13.0,2456.0,0.0,46636.935,4.574,864.083,0.0,802671.0,2108.0,1016554.0,431722.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-10,132565.0,8.0,2456.0,0.0,46639.75,2.815,864.083,0.0,805741.0,3070.0,1021408.0,434170.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-11,132580.0,15.0,2456.0,0.0,46645.027,5.277,864.083,0.0,808780.0,3039.0,1022802.0,434926.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-12,132587.0,7.0,2456.0,0.0,46647.49,2.463,864.083,0.0,811438.0,2658.0,1029234.0,438758.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-13,132592.0,5.0,2456.0,0.0,46649.249,1.759,864.083,0.0,813353.0,1915.0,1035667.0,443165.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-15,132608.0,11.0,2456.0,0.0,46654.878,3.87,864.083,0.0,817404.0,4051.0,1052108.0,455131.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-16,132616.0,8.0,2456.0,0.0,46657.693,2.815,864.083,0.0,821025.0,3621.0,1060042.0,460655.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-17,132629.0,13.0,2456.0,0.0,46662.267,4.574,864.083,0.0,823456.0,2431.0,1067135.0,465434.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-18,132647.0,18.0,2456.0,0.0,46668.599,6.333,864.083,0.0,825907.0,2451.0,1069365.0,466905.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-20,132686.0,21.0,2456.0,0.0,46682.321,7.388,864.083,0.0,829433.0,3526.0,1082424.0,472886.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-21,132697.0,11.0,2456.0,0.0,46686.191,3.87,864.083,0.0,831949.0,2516.0,1095453.0,478861.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-25,132828.0,31.0,2456.0,0.0,46732.28,10.907,864.083,0.0,840090.0,4078.0,1138771.0,498724.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-29,132922.0,31.0,2456.0,0.0,46765.351,10.907,864.083,0.0,852819.0,3025.0,1179769.0,519013.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-30,132952.0,30.0,2457.0,1.0,46775.906,10.555,864.435,0.352,857412.0,4593.0,1190847.0,525215.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-07-31,132999.0,47.0,2457.0,0.0,46792.442,16.536,864.435,0.0,861096.0,3684.0,1198933.0,528718.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-01,133036.0,37.0,2457.0,0.0,46805.459,13.018,864.435,0.0,863664.0,2568.0,1203087.0,530322.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-02,133081.0,45.0,2457.0,0.0,46821.292,15.832,864.435,0.0,867426.0,3762.0,1212761.0,534823.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-03,133121.0,40.0,2457.0,0.0,46835.365,14.073,864.435,0.0,871897.0,4471.0,1221640.0,538588.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-04,133146.0,25.0,2457.0,0.0,46844.16,8.796,864.435,0.0,875496.0,3599.0,1229405.0,541637.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-05,133211.0,65.0,2457.0,0.0,46867.029,22.869,864.435,0.0,879097.0,3601.0,1238036.0,545036.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-08,133591.0,149.0,2458.0,1.0,47000.723,52.422,864.787,0.352,890695.0,3613.0,1259952.0,553482.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-10,133912.0,182.0,2459.0,0.0,47113.659,64.032,865.139,0.0,899277.0,5536.0,1280239.0,560007.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-13,134487.0,286.0,2460.0,0.0,47315.958,100.622,865.491,0.0,913616.0,5339.0,1309995.0,567455.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-15,135140.0,379.0,2461.0,1.0,47545.7,133.342,865.843,0.352,923803.0,4935.0,1321198.0,570233.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-16,135550.0,410.0,2463.0,2.0,47689.949,144.248,866.546,0.704,925986.0,2183.0,1330754.0,572816.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-17,135947.0,397.0,2464.0,1.0,47829.624,139.675,866.898,0.352,931121.0,5135.0,1340339.0,575342.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-19,136598.0,451.0,2468.0,2.0,48058.662,158.673,868.305,0.704,945516.0,6662.0,1358228.0,581242.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-21,137597.0,522.0,2473.0,2.0,48410.136,183.653,870.065,0.704,958216.0,6527.0,1373349.0,587625.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-22,138132.0,535.0,2475.0,2.0,48598.362,188.227,870.768,0.704,962478.0,4262.0,1376763.0,589253.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-23,138790.0,658.0,2477.0,2.0,48829.864,231.501,871.472,0.704,966507.0,4029.0,1386713.0,594050.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-24,139324.0,534.0,2478.0,1.0,49017.738,187.875,871.824,0.352,971525.0,5018.0,1396390.0,598949.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-25,139721.0,397.0,2478.0,0.0,49157.413,139.675,871.824,0.0,979250.0,7725.0,1405653.0,603259.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-26,140521.0,800.0,2480.0,2.0,49438.873,281.46,872.527,0.704,985869.0,6619.0,1415907.0,608539.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-27,141365.0,844.0,2483.0,3.0,49735.814,296.941,873.583,1.055,992053.0,6184.0,1427977.0,615422.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-29,143174.0,921.0,2487.0,1.0,50372.267,324.031,874.99,0.352,1001576.0,5460.0,1444764.0,625809.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-30,144079.0,905.0,2490.0,3.0,50690.669,318.402,876.046,1.055,1006108.0,4532.0,1458048.0,633878.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-08-31,144847.0,768.0,2492.0,2.0,50960.871,270.202,876.749,0.704,1013364.0,7256.0,1472316.0,641920.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-01,145333.0,486.0,2495.0,3.0,51131.858,170.987,877.805,1.055,1019088.0,5724.0,1485250.0,648637.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-02,146387.0,1054.0,2498.0,3.0,51502.682,370.824,878.86,1.055,1024725.0,5637.0,1499898.0,655594.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-06,150101.0,984.0,2512.0,4.0,52809.362,346.196,883.786,1.407,1046958.0,5991.0,1539232.0,673951.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-07,150997.0,896.0,2515.0,3.0,53124.598,315.236,884.841,1.055,1052502.0,5544.0,1553626.0,681510.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-08,151499.0,502.0,2519.0,4.0,53301.214,176.616,886.248,1.407,1059234.0,6732.0,1567313.0,687854.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-09,152239.0,740.0,2523.0,4.0,53561.565,260.351,887.656,1.407,1065046.0,5812.0,1579402.0,693421.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-10,153318.0,1079.0,2528.0,5.0,53941.185,379.62,889.415,1.759,1071354.0,6308.0,1589575.0,698597.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-11,154316.0,998.0,2531.0,3.0,54292.306,351.122,890.47,1.055,1076611.0,5257.0,1598196.0,702833.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-12,155293.0,977.0,2535.0,4.0,54636.04,343.734,891.878,1.407,1080945.0,4334.0,1601552.0,704626.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-13,156162.0,869.0,2539.0,4.0,54941.776,305.736,893.285,1.407,1084444.0,3499.0,1610157.0,709343.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-14,157026.0,864.0,2543.0,4.0,55245.754,303.977,894.692,1.407,1090057.0,5613.0,1618111.0,713517.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-15,157436.0,410.0,2548.0,5.0,55390.002,144.248,896.451,1.759,1095537.0,5480.0,1625636.0,717404.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-16,158431.0,995.0,2553.0,5.0,55740.068,350.066,898.211,1.759,1101260.0,5723.0,1632986.0,721614.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-17,159423.0,992.0,2557.0,4.0,56089.079,349.011,899.618,1.407,1106366.0,5106.0,1640239.0,725838.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-19,161324.0,959.0,2569.0,6.0,56757.9,337.401,903.84,2.111,1115157.0,4022.0,1649884.0,731577.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-20,162173.0,849.0,2574.0,5.0,57056.6,298.7,905.599,1.759,1119238.0,4081.0,1657595.0,736594.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-21,162953.0,780.0,2580.0,6.0,57331.023,274.424,907.71,2.111,1124413.0,5175.0,1665590.0,741819.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-22,163404.0,451.0,2587.0,7.0,57489.697,158.673,910.173,2.463,1129957.0,5544.0,1674093.0,747441.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-23,164276.0,872.0,2594.0,7.0,57796.489,306.792,912.635,2.463,1134962.0,5005.0,1683644.0,754020.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-24,165096.0,820.0,2601.0,7.0,58084.986,288.497,915.098,2.463,1140112.0,5150.0,1693555.0,760960.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-27,167354.0,664.0,2629.0,10.0,58879.408,233.612,924.949,3.518,1149051.0,4064.0,1715133.0,776148.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-28,167893.0,539.0,2640.0,11.0,59069.042,189.634,928.819,3.87,1153676.0,4625.0,1723996.0,782578.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-29,168188.0,295.0,2653.0,13.0,59172.83,103.789,933.393,4.574,1157613.0,3937.0,1732549.0,788538.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-09-30,168782.0,594.0,2668.0,15.0,59381.814,208.984,938.67,5.277,1162448.0,4835.0,1741373.0,794878.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-01,169462.0,680.0,2685.0,17.0,59621.056,239.241,944.652,5.981,1166587.0,4139.0,1749106.0,800553.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-02,170131.0,669.0,2698.0,13.0,59856.427,235.371,949.225,4.574,1170866.0,4279.0,1756040.0,805420.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-04,171327.0,549.0,2710.0,5.0,60277.21,193.152,953.447,1.759,1176525.0,3067.0,1764714.0,811765.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-05,171794.0,467.0,2713.0,3.0,60441.513,164.303,954.503,1.055,1180032.0,3507.0,1771542.0,816459.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-06,172001.0,207.0,2718.0,5.0,60514.341,72.828,956.262,1.759,1183840.0,3808.0,1778093.0,820946.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-07,172618.0,617.0,2725.0,7.0,60731.417,217.076,958.725,2.463,1187796.0,3956.0,1783984.0,825110.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-08,173190.0,572.0,2734.0,9.0,60932.661,201.244,961.891,3.166,1191296.0,3500.0,1789592.0,828940.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-09,173723.0,533.0,2746.0,12.0,61120.184,187.523,966.113,4.222,1194540.0,3244.0,1795351.0,833070.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-11,174643.0,475.0,2759.0,6.0,61443.864,167.117,970.687,2.111,1199936.0,2569.0,1803799.0,834469.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-12,174968.0,325.0,2768.0,9.0,61558.207,114.343,973.853,3.166,1202978.0,3042.0,1810433.0,842316.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-13,175163.0,195.0,2777.0,9.0,61626.813,68.606,977.019,3.166,1206052.0,3074.0,1816580.0,845877.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-18,177536.0,428.0,2810.0,3.0,62461.695,150.581,988.63,1.055,1219427.0,2522.0,1842661.0,860194.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-19,177971.0,435.0,2820.0,10.0,62614.739,153.044,992.148,3.518,1223140.0,3713.0,1848634.0,863314.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-20,178188.0,217.0,2829.0,9.0,62691.085,76.346,995.314,3.166,1227074.0,3934.0,1854615.0,866201.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-21,178804.0,616.0,2841.0,12.0,62907.81,216.725,999.536,4.222,1230751.0,3677.0,1860335.0,868964.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-22,179463.0,659.0,2849.0,8.0,63139.663,231.853,1002.351,2.815,1233931.0,3180.0,1865942.0,871496.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-24,180623.0,594.0,2863.0,8.0,63547.78,208.984,1007.276,2.815,1240860.0,2680.0,1873903.0,875773.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-25,181252.0,629.0,2870.0,7.0,63769.079,221.298,1009.739,2.463,1243500.0,2640.0,1879391.0,878398.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-27,181960.0,264.0,2880.0,6.0,64018.171,92.882,1013.257,2.111,1251109.0,4050.0,1891041.0,883307.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-28,182610.0,650.0,2888.0,8.0,64246.858,228.687,1016.072,2.815,1254773.0,3664.0,1896652.0,885613.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-10-29,183282.0,672.0,2893.0,5.0,64483.284,236.427,1017.831,1.759,1258746.0,3973.0,1901824.0,887865.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-01,184887.0,547.0,2916.0,7.0,65047.964,192.449,1025.923,2.463,1265806.0,1930.0,1909861.0,891707.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-03,185497.0,197.0,2931.0,7.0,65262.578,69.31,1031.201,2.463,1273211.0,4132.0,1926604.0,898625.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-06,187363.0,570.0,2944.0,4.0,65919.084,200.541,1035.774,1.407,1283530.0,3150.0,1944676.0,904858.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-07,187994.0,631.0,2948.0,4.0,66141.086,222.002,1037.182,1.407,1286189.0,2659.0,1947148.0,905876.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-09,189125.0,568.0,2955.0,5.0,66539.001,199.837,1039.644,1.759,1291543.0,3393.0,1963359.0,910845.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-10,189355.0,230.0,2966.0,11.0,66619.921,80.92,1043.514,3.87,1295139.0,3596.0,1971973.0,913524.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-11,190125.0,770.0,2970.0,4.0,66890.826,270.906,1044.922,1.407,1298369.0,3230.0,1980231.0,916432.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-14,192013.0,573.0,2983.0,5.0,67555.073,201.596,1049.496,1.759,1307219.0,2209.0,2000104.0,924194.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-16,193075.0,475.0,2990.0,4.0,67928.712,167.117,1051.958,1.407,1313468.0,3662.0,2016954.0,930527.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-17,193269.0,194.0,2997.0,7.0,67996.966,68.254,1054.421,2.463,1316686.0,3218.0,2025561.0,933630.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-18,193856.0,587.0,3004.0,7.0,68203.487,206.522,1056.884,2.463,1319650.0,2964.0,2033766.0,936539.0,2842318.0,2.89,38.0,13.188,8.643,78.57
Europe,Albania,2021-11-21,195523.0,502.0,3029.0,7.0,68789.981,176.616,1065.679,2.463,1327891.0,1740.0,2050342.0,942903.0,2842318.0,2.89,38.0,13.188,8.643,78.57
