continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_vaccinations,people_fully_vaccinated,population,hospital_beds_per_thousand,median_age,aged_65_older,aged_70_older,life_expectancy
Europe,Latvia,2021-01-14,52982.0,950.0,920.0,11.0,28628.798,513.332,497.122,5.944,1006427.0,12224.0,13514.0,27.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-15,54066.0,1084.0,935.0,15.0,29214.537,585.739,505.227,8.105,1018880.0,12453.0,15395.0,27.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-16,55097.0,1031.0,961.0,26.0,29771.637,557.1,519.276,14.049,1030684.0,11804.0,16071.0,28.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-17,55664.0,567.0,978.0,17.0,30078.016,306.378,528.462,9.186,1037260.0,6576.0,16198.0,33.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-18,55908.0,244.0,983.0,5.0,30209.861,131.845,531.164,2.702,1040683.0,3423.0,17058.0,616.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-19,56720.0,812.0,1012.0,29.0,30648.625,438.764,546.834,15.67,1054312.0,13629.0,17947.0,1425.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-20,57808.0,1088.0,1032.0,20.0,31236.525,587.9,557.641,10.807,1067044.0,12732.0,18737.0,2185.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-21,58710.0,902.0,1057.0,25.0,31723.92,487.395,571.149,13.509,1078860.0,11816.0,19032.0,2206.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-22,59586.0,876.0,1076.0,19.0,32197.266,473.346,581.416,10.267,1091257.0,12397.0,19264.0,2229.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-23,60496.0,910.0,1097.0,21.0,32688.985,491.718,592.763,11.347,1101855.0,10598.0,19400.0,2231.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-24,61008.0,512.0,1111.0,14.0,32965.643,276.659,600.328,7.565,1107361.0,5506.0,19405.0,2236.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-25,61231.0,223.0,1114.0,3.0,33086.141,120.498,601.949,1.621,1111262.0,3901.0,20088.0,2889.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-26,61924.0,693.0,1126.0,12.0,33460.604,374.462,608.434,6.484,1123814.0,12552.0,20960.0,3719.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-27,63027.0,1103.0,1138.0,12.0,34056.609,596.006,614.918,6.484,1136011.0,12197.0,21796.0,4469.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-28,63992.0,965.0,1148.0,10.0,34578.046,521.437,620.321,5.403,1146993.0,10982.0,22592.0,5227.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-29,64923.0,931.0,1166.0,18.0,35081.112,503.065,630.048,9.726,1158500.0,11507.0,23561.0,6140.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-30,65708.0,785.0,1180.0,14.0,35505.286,424.174,637.612,7.565,1168460.0,9960.0,23882.0,6448.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-01-31,66241.0,533.0,1195.0,15.0,35793.293,288.006,645.718,8.105,1173821.0,5361.0,24232.0,6786.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-01,66652.0,411.0,1202.0,7.0,36015.376,222.084,649.5,3.782,1177765.0,3944.0,25431.0,7963.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-02,67427.0,775.0,1219.0,17.0,36434.147,418.771,658.686,9.186,1190714.0,12949.0,27261.0,9644.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-03,68658.0,1231.0,1250.0,31.0,37099.317,665.17,675.437,16.751,1203031.0,12317.0,28898.0,11026.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-04,69400.0,742.0,1281.0,31.0,37500.257,400.939,692.188,16.751,1214849.0,11818.0,30415.0,12396.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-05,70276.0,876.0,1309.0,28.0,37973.603,473.346,707.318,15.13,1226344.0,11495.0,32093.0,13906.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-06,71320.0,1044.0,1327.0,18.0,38537.728,564.125,717.044,9.726,1237783.0,11439.0,32672.0,14468.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-07,71800.0,480.0,1339.0,12.0,38797.096,259.368,723.528,6.484,1242935.0,5152.0,32805.0,14593.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-08,72088.0,288.0,1347.0,8.0,38952.716,155.621,727.851,4.323,1246262.0,3327.0,33227.0,14752.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-09,72869.0,781.0,1363.0,16.0,39374.729,422.013,736.496,8.646,1259370.0,13108.0,33421.0,14801.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-10,73859.0,990.0,1395.0,32.0,39909.675,534.946,753.788,17.291,1271704.0,12334.0,34076.0,15008.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-11,74701.0,842.0,1416.0,21.0,40364.649,454.974,765.135,11.347,1284044.0,12340.0,35879.0,15698.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-12,75509.0,808.0,1431.0,15.0,40801.252,436.602,773.24,8.105,1296148.0,12104.0,37633.0,16262.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-13,76282.0,773.0,1443.0,12.0,41218.942,417.69,779.724,6.484,1306305.0,10157.0,38043.0,16441.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-14,76706.0,424.0,1451.0,8.0,41448.05,229.108,784.047,4.323,1311260.0,4955.0,38074.0,16464.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-15,76984.0,278.0,1468.0,17.0,41598.267,150.217,793.233,9.186,1314446.0,3186.0,38961.0,16621.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-16,77697.0,713.0,1486.0,18.0,41983.537,385.269,802.959,9.726,1327354.0,12908.0,40407.0,16702.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-17,78643.0,946.0,1508.0,22.0,42494.707,511.171,814.847,11.888,1339605.0,12251.0,42431.0,16887.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-18,79351.0,708.0,1521.0,13.0,42877.275,382.567,821.872,7.025,1350534.0,10929.0,44027.0,16947.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-19,80040.0,689.0,1533.0,12.0,43249.576,372.301,828.356,6.484,1361449.0,10915.0,45416.0,17008.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-20,81109.0,1069.0,1538.0,5.0,43827.209,577.634,831.058,2.702,1372614.0,11165.0,46178.0,17030.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-21,81519.0,410.0,1542.0,4.0,44048.752,221.543,833.219,2.161,1377433.0,4819.0,46997.0,17033.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-22,81793.0,274.0,1546.0,4.0,44196.808,148.056,835.38,2.161,1380767.0,3334.0,48798.0,17070.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-23,82462.0,669.0,1570.0,24.0,44558.302,361.494,848.349,12.968,1393445.0,12678.0,51229.0,17109.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-24,83445.0,983.0,1587.0,17.0,45089.466,531.164,857.535,9.186,1406036.0,12591.0,55579.0,17147.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-25,84258.0,813.0,1593.0,6.0,45528.77,439.304,860.777,3.242,1418268.0,12232.0,59796.0,17194.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-26,84983.0,725.0,1601.0,8.0,45920.523,391.753,865.1,4.323,1430983.0,12715.0,63204.0,17284.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-27,85810.0,827.0,1614.0,13.0,46367.392,446.869,872.124,7.025,1443071.0,12088.0,63809.0,17295.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-02-28,86186.0,376.0,1618.0,4.0,46570.564,203.171,874.286,2.161,1447910.0,4839.0,63949.0,17298.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-01,86458.0,272.0,1621.0,3.0,46717.539,146.975,875.907,1.621,1451361.0,3451.0,65733.0,17531.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-02,87103.0,645.0,1638.0,17.0,47066.064,348.525,885.093,9.186,1465586.0,14225.0,67926.0,17840.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-03,88022.0,919.0,1654.0,16.0,47562.645,496.581,893.738,8.646,1479925.0,14339.0,72093.0,18042.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-04,88668.0,646.0,1666.0,12.0,47911.711,349.066,900.222,6.484,1495081.0,15156.0,78129.0,18166.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-05,89414.0,746.0,1680.0,14.0,48314.812,403.101,907.787,7.565,1511004.0,15923.0,82983.0,18307.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-06,90009.0,595.0,1687.0,7.0,48636.32,321.508,911.57,3.782,1523863.0,12859.0,83782.0,18313.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-07,90331.0,322.0,1695.0,8.0,48810.312,173.993,915.892,4.323,1529089.0,5226.0,83878.0,18322.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-08,90525.0,194.0,1699.0,4.0,48915.14,104.828,918.054,2.161,1532303.0,3214.0,85602.0,18367.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-09,90997.0,472.0,1705.0,6.0,49170.185,255.045,921.296,3.242,1547936.0,15633.0,87980.0,18396.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-10,91636.0,639.0,1726.0,21.0,49515.469,345.283,932.643,11.347,1564641.0,16705.0,90487.0,18439.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-11,92274.0,638.0,1737.0,11.0,49860.212,344.743,938.587,5.944,1582124.0,17483.0,93170.0,18455.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-12,92906.0,632.0,1746.0,9.0,50201.712,341.501,943.45,4.863,1600150.0,18026.0,98185.0,18469.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-13,93484.0,578.0,1757.0,11.0,50514.034,312.322,949.394,5.944,1614020.0,13870.0,99128.0,18474.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-14,93781.0,297.0,1767.0,10.0,50674.518,160.484,954.798,5.403,1620010.0,5990.0,99209.0,18479.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-15,93959.0,178.0,1769.0,2.0,50770.701,96.182,955.878,1.081,1623645.0,3635.0,103022.0,18593.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-16,94602.0,643.0,1777.0,8.0,51118.145,347.445,960.201,4.323,1640064.0,16419.0,103250.0,18729.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-17,95420.0,818.0,1789.0,12.0,51560.151,442.006,966.685,6.484,1655979.0,15915.0,103450.0,18840.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-18,95902.0,482.0,1801.0,12.0,51820.6,260.448,973.169,6.484,1671987.0,16008.0,103785.0,19134.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-19,96524.0,622.0,1811.0,10.0,52156.697,336.097,978.573,5.403,1688891.0,16904.0,104572.0,19429.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-20,97149.0,625.0,1821.0,10.0,52494.415,337.718,983.976,5.403,1702731.0,13840.0,105005.0,19431.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-21,97409.0,260.0,1826.0,5.0,52634.906,140.491,986.678,2.702,1707662.0,4931.0,105051.0,19437.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-22,97586.0,177.0,1828.0,2.0,52730.548,95.642,987.759,1.081,1710928.0,3266.0,107768.0,19675.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-23,98094.0,508.0,1840.0,12.0,53005.046,274.498,994.243,6.484,1729542.0,18614.0,113356.0,20071.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-24,98870.0,776.0,1851.0,11.0,53424.357,419.311,1000.187,5.944,1746441.0,16899.0,119567.0,20762.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-25,99476.0,606.0,1864.0,13.0,53751.809,327.452,1007.212,7.025,1763959.0,17518.0,124988.0,21447.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-26,100114.0,638.0,1867.0,3.0,54096.552,344.743,1008.833,1.621,1781840.0,17881.0,129024.0,22146.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-27,100716.0,602.0,1872.0,5.0,54421.842,325.29,1011.534,2.702,1796467.0,14627.0,129634.0,22481.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-28,101040.0,324.0,1878.0,6.0,54596.915,175.073,1014.776,3.242,1801058.0,4591.0,129677.0,22485.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-29,101207.0,167.0,1883.0,5.0,54687.154,90.238,1017.478,2.702,1804575.0,3517.0,131821.0,22895.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-30,101733.0,526.0,1893.0,10.0,54971.378,284.224,1022.882,5.403,1823512.0,18937.0,136876.0,23613.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-03-31,102363.0,630.0,1899.0,6.0,55311.798,340.42,1026.124,3.242,1839592.0,16080.0,142708.0,24852.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-01,103001.0,638.0,1913.0,14.0,55656.541,344.743,1033.689,7.565,1857766.0,18174.0,146914.0,25591.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-02,103588.0,587.0,1922.0,9.0,55973.726,317.185,1038.552,4.863,1874812.0,17046.0,147514.0,25597.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-03,103867.0,279.0,1923.0,1.0,56124.484,150.758,1039.092,0.54,1879136.0,4324.0,150921.0,25675.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-04,104105.0,238.0,1931.0,8.0,56253.087,128.603,1043.415,4.323,1883332.0,4196.0,152556.0,25675.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-05,104224.0,119.0,1934.0,3.0,56317.388,64.302,1045.036,1.621,1886471.0,3139.0,155443.0,25681.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-06,104533.0,309.0,1937.0,3.0,56484.356,166.968,1046.657,1.621,1891458.0,4987.0,160884.0,26194.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-07,105176.0,643.0,1946.0,9.0,56831.801,347.445,1051.52,4.863,1914601.0,23143.0,170173.0,26693.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-08,105916.0,740.0,1963.0,17.0,57231.66,399.859,1060.706,9.186,1938756.0,24155.0,177295.0,26984.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-09,106574.0,658.0,1981.0,18.0,57587.21,355.55,1070.432,9.726,1957345.0,18589.0,182246.0,27190.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-10,107240.0,666.0,1986.0,5.0,57947.082,359.873,1073.134,2.702,1974197.0,16852.0,183958.0,27285.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-11,107608.0,368.0,1986.0,0.0,58145.931,198.849,1073.134,0.0,1979583.0,5386.0,184067.0,27294.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-12,107818.0,210.0,1990.0,4.0,58259.405,113.473,1075.296,2.161,1982792.0,3209.0,186515.0,27363.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-13,108355.0,537.0,2002.0,12.0,58549.572,290.168,1081.78,6.484,2003410.0,20618.0,190273.0,27441.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-14,109088.0,733.0,2019.0,17.0,58945.648,396.076,1090.966,9.186,2022342.0,18932.0,196636.0,27694.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-15,109731.0,643.0,2030.0,11.0,59293.093,347.445,1096.91,5.944,2039575.0,17233.0,202624.0,28370.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-16,110343.0,612.0,2042.0,12.0,59623.787,330.694,1103.394,6.484,2055948.0,16373.0,211786.0,29083.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-17,110997.0,654.0,2048.0,6.0,59977.176,353.389,1106.636,3.242,2071140.0,15192.0,218070.0,29200.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-18,111334.0,337.0,2053.0,5.0,60159.273,182.098,1109.338,2.702,2075941.0,4801.0,219010.0,29206.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-19,111536.0,202.0,2056.0,3.0,60268.424,109.151,1110.959,1.621,2078624.0,2683.0,223049.0,29922.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-20,112224.0,688.0,2071.0,15.0,60640.184,371.76,1119.064,8.105,2097280.0,18656.0,230493.0,31902.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-21,112983.0,759.0,2079.0,8.0,61050.31,410.125,1123.387,4.323,2116430.0,19150.0,240752.0,34925.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-22,113561.0,578.0,2088.0,9.0,61362.632,312.322,1128.25,4.863,2133594.0,17164.0,250662.0,37423.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-23,114244.0,683.0,2094.0,6.0,61731.691,369.059,1131.492,3.242,2148894.0,15300.0,261495.0,39474.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-24,114955.0,711.0,2101.0,7.0,62115.879,384.189,1135.274,3.782,2163855.0,14961.0,267731.0,40149.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-25,115316.0,361.0,2102.0,1.0,62310.945,195.066,1135.815,0.54,2169294.0,5439.0,269133.0,40185.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-26,115536.0,220.0,2106.0,4.0,62429.822,118.877,1137.976,2.161,2172755.0,3461.0,273735.0,42111.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-27,116132.0,596.0,2110.0,4.0,62751.87,322.048,1140.137,2.161,2192706.0,19951.0,281294.0,45021.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-28,117099.0,967.0,2118.0,8.0,63274.388,522.518,1144.46,4.323,2211404.0,18698.0,296076.0,48720.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-29,117795.0,696.0,2125.0,7.0,63650.472,376.083,1148.243,3.782,2229425.0,18021.0,310502.0,52809.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-04-30,118558.0,763.0,2131.0,6.0,64062.758,412.287,1151.485,3.242,2245899.0,16474.0,322082.0,55477.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-01,119370.0,812.0,2139.0,8.0,64501.522,438.764,1155.808,4.323,2258536.0,12637.0,328940.0,55995.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-02,119750.0,380.0,2144.0,5.0,64706.855,205.333,1158.509,2.702,2262114.0,3578.0,330559.0,56037.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-03,119953.0,203.0,2154.0,10.0,64816.546,109.691,1163.913,5.403,2264685.0,2571.0,333542.0,56959.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-04,120378.0,425.0,2159.0,5.0,65046.194,229.649,1166.615,2.702,2270202.0,5517.0,342433.0,57120.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-05,120736.0,358.0,2166.0,7.0,65239.64,193.445,1170.397,3.782,2274085.0,3883.0,359223.0,64406.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-06,121509.0,773.0,2178.0,12.0,65657.33,417.69,1176.881,6.484,2297937.0,23852.0,380921.0,72713.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-07,122545.0,1036.0,2197.0,19.0,66217.132,559.802,1187.148,10.267,2316448.0,18511.0,401012.0,81089.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-08,123331.0,786.0,2208.0,11.0,66641.847,424.715,1193.092,5.944,2335142.0,18694.0,413362.0,83421.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-09,123963.0,632.0,2212.0,4.0,66983.348,341.501,1195.253,2.161,2353909.0,18767.0,415005.0,83807.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-10,124301.0,338.0,2213.0,1.0,67165.986,182.638,1195.793,0.54,2359678.0,5769.0,424523.0,88422.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-11,124960.0,659.0,2217.0,4.0,67522.076,356.09,1197.955,2.161,2377635.0,17957.0,442576.0,93859.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-12,125689.0,729.0,2223.0,6.0,67915.991,393.915,1201.197,3.242,2392238.0,14603.0,465204.0,101059.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-13,126387.0,698.0,2240.0,17.0,68293.155,377.164,1210.383,9.186,2408655.0,16417.0,487257.0,108515.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-14,127053.0,666.0,2248.0,8.0,68653.028,359.873,1214.706,4.323,2423808.0,15153.0,508672.0,118694.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-15,127597.0,544.0,2257.0,9.0,68946.978,293.95,1219.569,4.863,2438368.0,14560.0,522029.0,124344.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-16,127978.0,381.0,2266.0,9.0,69152.851,205.873,1224.432,4.863,2443958.0,5590.0,527074.0,125375.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-17,128125.0,147.0,2269.0,3.0,69232.282,79.431,1226.053,1.621,2448070.0,4112.0,538754.0,130320.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-18,128688.0,563.0,2280.0,11.0,69536.499,304.217,1231.997,5.944,2466563.0,18493.0,555688.0,137664.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-19,129297.0,609.0,2298.0,18.0,69865.572,329.073,1241.723,9.726,2481291.0,14728.0,578278.0,152020.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-20,129794.0,497.0,2301.0,3.0,70134.126,268.554,1243.344,1.621,2497837.0,16546.0,599168.0,166326.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-21,130271.0,477.0,2309.0,8.0,70391.872,257.747,1247.667,4.323,2513295.0,15458.0,619345.0,178201.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-22,130712.0,441.0,2323.0,14.0,70630.166,238.294,1255.232,7.565,2527395.0,14100.0,631735.0,185977.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-23,130945.0,233.0,2326.0,3.0,70756.068,125.901,1256.853,1.621,2532137.0,4742.0,634587.0,187959.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-24,131079.0,134.0,2328.0,2.0,70828.475,72.407,1257.934,1.081,2536035.0,3898.0,646287.0,194666.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-25,131514.0,435.0,2342.0,14.0,71063.527,235.052,1265.499,7.565,2552498.0,16463.0,666897.0,209431.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-26,131910.0,396.0,2348.0,6.0,71277.505,213.978,1268.741,3.242,2565288.0,12790.0,688890.0,224492.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-27,132258.0,348.0,2355.0,7.0,71465.547,188.042,1272.523,3.782,2578800.0,13512.0,710904.0,241707.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-28,132612.0,354.0,2359.0,4.0,71656.831,191.284,1274.685,2.161,2593670.0,14870.0,735740.0,257410.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-29,132918.0,306.0,2370.0,11.0,71822.177,165.347,1280.628,5.944,2604599.0,10929.0,747626.0,265825.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-30,133098.0,180.0,2370.0,0.0,71919.44,97.263,1280.628,0.0,2608976.0,4377.0,751782.0,267961.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-05-31,133199.0,101.0,2376.0,6.0,71974.016,54.575,1283.87,3.242,2612273.0,3297.0,764829.0,276017.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-06-01,133518.0,319.0,2379.0,3.0,72146.387,172.371,1285.492,1.621,2626819.0,14546.0,786103.0,291112.0,1850654.0,5.57,43.9,19.754,14.136,75.29
Europe,Latvia,2021-06-02,133866.0,348.0,2386.0,7.0,72334.429,188.042,1289.274,3.782,2637246.0,10427.0,808124.0,309827.0,1850654.0,5.57,43.9,19.754,14.136,75.29
